cue-length,ms-precue,resp-v-hv,ms-st-cue,nitems,resp-h-pos,resp-v-pos,ms-stimon,resp-h-hv,cue-loc-int,cue-loc-x,cue-loc-y,radius,bars-or-spot,npractice,ntrials
3.2,0.0,2,245.0,22.0,0,-1,94.0,1,17,-5.34503578616,0.768500126676,5.4,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,-2,-1,94.0,2,9,2.91946041426,-4.54276907729,5.4,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,94.0,1,6,5.34503578616,-0.768500126676,5.4,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,2,1,94.0,2,13,-2.91946041426,-4.54276907729,5.4,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,94.0,1,1,1.52135580694,5.18126205752,5.4,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,-2,0,94.0,2,8,4.08104770151,-3.5362479633,5.4,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,0,-2,94.0,1,15,-4.91201277491,-2.24324107021,5.4,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,94.0,1,18,-4.91201277491,2.24324107021,5.4,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,94.0,1,7,4.91201277491,-2.24324107021,5.4,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,94.0,1,8,4.08104770151,-3.5362479633,5.4,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,-1,94.0,2,9,2.91946041426,-4.54276907729,5.4,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,94.0,1,15,-4.91201277491,-2.24324107021,5.4,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,1,-2,94.0,1,8,4.08104770151,-3.5362479633,5.4,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,0,2,94.0,1,18,-4.91201277491,2.24324107021,5.4,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,0,0,94.0,1,2,2.91946041426,4.54276907729,5.4,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,2,-1,94.0,2,6,5.34503578616,-0.768500126676,5.4,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,-2,0,94.0,1,9,2.91946041426,-4.54276907729,5.4,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,1,-2,94.0,1,13,-2.91946041426,-4.54276907729,5.4,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,0,0,94.0,2,19,-4.08104770151,3.5362479633,5.4,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,94.0,1,2,2.91946041426,4.54276907729,5.4,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,94.0,1,1,1.52135580694,5.18126205752,5.4,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,0,0,94.0,2,5,5.34503578616,0.768500126676,5.4,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,-1,1,94.0,2,8,4.08104770151,-3.5362479633,5.4,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,94.0,1,1,1.52135580694,5.18126205752,5.4,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,2,94.0,1,9,2.91946041426,-4.54276907729,5.4,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,94.0,1,1,1.52135580694,5.18126205752,5.4,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,94.0,1,10,1.52135580694,-5.18126205752,5.4,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,-1,-1,94.0,2,9,2.91946041426,-4.54276907729,5.4,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,0,1,94.0,1,11,6.61287431064e-16,-5.4,5.4,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,1,2,94.0,1,14,-4.08104770151,-3.5362479633,5.4,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,1,2,94.0,2,14,-4.08104770151,-3.5362479633,5.4,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,94.0,1,13,-2.91946041426,-4.54276907729,5.4,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,2,94.0,1,18,-4.91201277491,2.24324107021,5.4,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,94.0,1,2,2.91946041426,4.54276907729,5.4,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,0,-1,94.0,1,6,5.34503578616,-0.768500126676,5.4,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,1,94.0,1,15,-4.91201277491,-2.24324107021,5.4,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,-1,-1,94.0,1,8,4.08104770151,-3.5362479633,5.4,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,-1,94.0,1,4,4.91201277491,2.24324107021,5.4,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,0,-2,94.0,1,6,5.34503578616,-0.768500126676,5.4,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,94.0,1,19,-4.08104770151,3.5362479633,5.4,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,0,-1,94.0,1,20,-2.91946041426,4.54276907729,5.4,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,94.0,1,5,5.34503578616,0.768500126676,5.4,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,-2,94.0,1,18,-4.91201277491,2.24324107021,5.4,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,94.0,1,20,-2.91946041426,4.54276907729,5.4,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,0,1,94.0,2,12,-1.52135580694,-5.18126205752,5.4,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,-1,0,94.0,1,8,4.08104770151,-3.5362479633,5.4,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,1,1,94.0,2,11,6.61287431064e-16,-5.4,5.4,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,94.0,1,5,5.34503578616,0.768500126676,5.4,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,94.0,1,17,-5.34503578616,0.768500126676,5.4,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,1,-1,94.0,2,2,2.91946041426,4.54276907729,5.4,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,2,94.0,2,11,6.61287431064e-16,-5.4,5.4,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,0,-1,94.0,1,3,4.08104770151,3.5362479633,5.4,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,1,94.0,1,1,1.52135580694,5.18126205752,5.4,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,0,1,94.0,1,2,2.91946041426,4.54276907729,5.4,2.0,1.0,500.0
