cue-length,ms-precue,resp-v-hv,ms-st-cue,nitems,resp-h-pos,resp-v-pos,ms-stimon,resp-h-hv,cue-loc-int,cue-loc-x,cue-loc-y,radius,bars-or-spot,npractice,ntrials
3.2,0.0,2,245.0,22.0,0,2,95.0,2,9,2.97352449601,-4.62689443057,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,-1,2,95.0,2,8,4.15662265895,-3.6017340367,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,1,0,95.0,2,9,2.97352449601,-4.62689443057,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,95.0,1,21,-1.54952906263,5.27721135488,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,1,0,95.0,1,2,2.97352449601,4.62689443057,5.5,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,0,2,95.0,1,19,-4.15662265895,3.6017340367,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,95.0,1,21,-1.54952906263,5.27721135488,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,95.0,1,15,-5.00297597445,-2.28478257151,5.5,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,1,-1,95.0,1,15,-5.00297597445,-2.28478257151,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,-2,0,95.0,1,6,5.44401793035,-0.782731610503,5.5,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,0,0,95.0,1,14,-4.15662265895,-3.6017340367,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,95.0,1,7,5.00297597445,-2.28478257151,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,95.0,1,6,5.44401793035,-0.782731610503,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,1,0,95.0,1,15,-5.00297597445,-2.28478257151,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,2,0,95.0,2,7,5.00297597445,-2.28478257151,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,95.0,1,3,4.15662265895,3.6017340367,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,95.0,1,4,5.00297597445,2.28478257151,5.5,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,0,0,95.0,2,14,-4.15662265895,-3.6017340367,5.5,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,-1,0,95.0,2,1,1.54952906263,5.27721135488,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,-1,95.0,1,21,-1.54952906263,5.27721135488,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,95.0,1,0,0.0,5.5,5.5,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,0,0,95.0,1,20,-2.97352449601,4.62689443057,5.5,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,0,0,95.0,1,13,-2.97352449601,-4.62689443057,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,1,0,95.0,2,10,1.54952906263,-5.27721135488,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,1,-2,95.0,2,10,1.54952906263,-5.27721135488,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,95.0,1,14,-4.15662265895,-3.6017340367,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,95.0,1,16,-5.44401793035,-0.782731610503,5.5,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,2,1,95.0,2,8,4.15662265895,-3.6017340367,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,95.0,1,4,5.00297597445,2.28478257151,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,95.0,1,17,-5.44401793035,0.782731610503,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,95.0,1,14,-4.15662265895,-3.6017340367,5.5,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,0,0,95.0,2,16,-5.44401793035,-0.782731610503,5.5,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,-2,2,95.0,1,13,-2.97352449601,-4.62689443057,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,-2,1,95.0,1,9,2.97352449601,-4.62689443057,5.5,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,-2,0,95.0,1,11,6.73533494602e-16,-5.5,5.5,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,0,0,95.0,2,14,-4.15662265895,-3.6017340367,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,95.0,1,0,0.0,5.5,5.5,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,2,-2,95.0,1,8,4.15662265895,-3.6017340367,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,95.0,1,4,5.00297597445,2.28478257151,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,95.0,1,17,-5.44401793035,0.782731610503,5.5,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,1,0,95.0,2,12,-1.54952906263,-5.27721135488,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,95.0,1,2,2.97352449601,4.62689443057,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,95.0,2,10,1.54952906263,-5.27721135488,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,-1,1,95.0,2,13,-2.97352449601,-4.62689443057,5.5,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,-1,1,95.0,2,20,-2.97352449601,4.62689443057,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,-1,0,95.0,1,2,2.97352449601,4.62689443057,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,-1,0,95.0,2,14,-4.15662265895,-3.6017340367,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,95.0,1,19,-4.15662265895,3.6017340367,5.5,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,0,-1,95.0,1,12,-1.54952906263,-5.27721135488,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,95.0,1,0,0.0,5.5,5.5,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,0,0,95.0,2,6,5.44401793035,-0.782731610503,5.5,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,0,0,95.0,2,20,-2.97352449601,4.62689443057,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,2,0,95.0,2,21,-1.54952906263,5.27721135488,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,-1,95.0,1,21,-1.54952906263,5.27721135488,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,95.0,1,19,-4.15662265895,3.6017340367,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,1,0,95.0,2,13,-2.97352449601,-4.62689443057,5.5,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,0,0,95.0,2,7,5.00297597445,-2.28478257151,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,95.0,1,15,-5.00297597445,-2.28478257151,5.5,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,0,1,95.0,1,18,-5.00297597445,2.28478257151,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,95.0,1,2,2.97352449601,4.62689443057,5.5,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,1,0,95.0,2,20,-2.97352449601,4.62689443057,5.5,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,0,0,95.0,1,4,5.00297597445,2.28478257151,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,-2,95.0,2,9,2.97352449601,-4.62689443057,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,-1,95.0,1,4,5.00297597445,2.28478257151,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,95.0,1,2,2.97352449601,4.62689443057,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,95.0,1,20,-2.97352449601,4.62689443057,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,95.0,1,11,6.73533494602e-16,-5.5,5.5,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,0,0,95.0,2,13,-2.97352449601,-4.62689443057,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,2,95.0,1,20,-2.97352449601,4.62689443057,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,-2,95.0,1,1,1.54952906263,5.27721135488,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,95.0,1,15,-5.00297597445,-2.28478257151,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,-1,95.0,2,12,-1.54952906263,-5.27721135488,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,-2,95.0,1,0,0.0,5.5,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,-1,2,95.0,1,9,2.97352449601,-4.62689443057,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,-1,95.0,1,19,-4.15662265895,3.6017340367,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,95.0,1,19,-4.15662265895,3.6017340367,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,95.0,1,20,-2.97352449601,4.62689443057,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,95.0,1,15,-5.00297597445,-2.28478257151,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,-2,0,95.0,1,17,-5.44401793035,0.782731610503,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,95.0,1,0,0.0,5.5,5.5,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,0,0,95.0,1,21,-1.54952906263,5.27721135488,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,95.0,1,18,-5.00297597445,2.28478257151,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,95.0,1,16,-5.44401793035,-0.782731610503,5.5,2.0,1.0,500.0
3.2,0.0,2,245.0,22.0,0,0,95.0,1,18,-5.00297597445,2.28478257151,5.5,2.0,1.0,500.0
3.2,0.0,1,245.0,22.0,0,0,95.0,1,20,-2.97352449601,4.62689443057,5.5,2.0,1.0,500.0
